City,Grad+/Pro_Rate,HS_Grad,No_HS_Diploma,Median_Earnings,Unemployment_Rate,Population,Crime_Rate,Vacancy_Rate,Enforcement_Rate,Poverty_Rate,Pub_Health_Rate,Priv_Health_Rate
newington,0.42563433507288106,4239.0,1009.0,48331.0,0.027314941272876262,30060.0,0.022288755821689953,0.06317248125203782,0.002162341982701264,0.10657276995305165,0.335634284167428,0.7225662369302609
new london,0.2735172581429266,5270.0,857.0,26735.0,0.08514948309583682,26856.0,0.02025618111408996,0.09428974268593585,0.0031650282990765563,0.18836154248822196,0.4590222575516693,0.5015898251192369
norwich,0.21197124589098001,9693.0,1725.0,35134.0,0.0349815157116451,38964.0,0.01763165999384047,0.15622124527144463,0.0025921363309721794,0.08346709470304976,0.45111285676878765,0.624509033778476
shelton,0.464326616522735,8373.0,1078.0,52122.0,0.06362225670583019,41287.0,0.007920168576065105,0.020903256197373845,0.0014048005425436579,0.055629269251560275,0.36972332792766227,0.7795960489458942
stamford,0.533491900231422,17774.0,3898.0,50272.0,0.0451909695376527,130678.0,0.015825158022008297,0.08640273489192765,0.0021809332863986287,0.07317585710394209,0.34482384487809414,0.6288885100051149
stratford,0.31529587091138006,13114.0,2478.0,41163.0,0.0642225604819121,52034.0,0.01794980205250413,0.09121099081066326,0.002075565976092555,0.040121840017073127,0.4024212793201793,0.6951671419979435
torrington,0.26085059112909625,9174.0,1756.0,34080.0,0.05432797124506511,33972.0,0.012068762510302602,0.1535999068738723,0.0025314965265512777,0.13600239916029389,0.46614591097462804,0.6288721266509645
trumbull,0.5299420203986627,4391.0,1189.0,51234.0,0.07429290442584387,35772.0,0.023034775802303478,0.038825527784518324,0.0024041149502404117,0.08035512965050733,0.37533821871476886,0.713303269447576
waterbury,0.16538483613614188,26016.0,7866.0,31985.0,0.07881494883247583,107812.0,0.03339145920676734,0.14694026373893493,0.003107260787296405,0.268294530340185,0.565830956312866,0.4508425912025221
west hartford,0.6712033727431033,5338.0,1346.0,61768.0,0.027367569285900065,62875.0,0.022950298210735586,0.06328263875172822,0.002242544731610338,0.04694017205422315,0.2442510676013214,0.8275562001450326
westport,0.7473203862888677,1706.0,340.0,81106.0,0.03763588826200633,28332.0,0.0069532683891006634,0.10466459351399378,0.0024707045037413527,0.04388847662461571,0.23782923811207354,0.8168994166519357
wethersfield,0.5371134020618556,4728.0,348.0,50306.0,0.01566951566951567,26009.0,0.01441808604713753,0.03955319538546054,0.0024222384559191047,0.049634132177010334,0.30816294919454773,0.8196251548946716
dover,0.28079016327353357,6556.0,2907.0,25014.0,0.041714504401071564,1434.0,0.027196652719665274,0.12653374233128833,0.003486750348675035,0.22828063588901273,0.4730345613368781,0.600184471813792
wilmington,0.29038907498067507,19739.0,4298.0,35529.0,0.07325250041906464,70624.0,0.059611463525147255,0.10418371089231811,0.005097417308563661,0.29812512978729716,0.4758956542396033,0.5957418377800543
washington,0.596717774104465,79881.0,24709.0,61960.0,0.0626380691348715,705749.0,0.05222961704515345,0.09678638472928683,0.0064102109956939365,0.13451483639183942,0.34184516486529554,0.7262671924593633
altamonte springs,0.4297383149296627,7316.0,945.0,31275.0,0.03304700101279118,44582.0,0.03400475528240097,0.11002630288440106,0.0025795163967520522,0.07254538378774351,0.27916790219201204,0.6778358157888734
apopka,0.29023625452776125,9420.0,2887.0,36969.0,0.015333538693226546,55072.0,0.038821905868681,0.08447037269176992,0.0025239686228936665,0.06993695450500767,0.29185418541854186,0.6841059105910591
aventura,0.5191914996712006,4184.0,1259.0,42328.0,0.01294682003404343,38259.0,0.04926945293917771,0.4159152712179762,0.003293342742884027,0.08603203088887076,0.3130967881944444,0.7491048177083334
bartow,0.1967082028386753,5626.0,1407.0,31576.0,0.04004438168246924,20296.0,0.034095388253843124,0.10139814451848948,0.0027098935750886873,0.11022461632279704,0.4039028356540299,0.6255717044415083
bloomingdale,0.42446493624772313,2916.0,520.0,36323.0,0.054337758567459093,21872.0,0.020619970738844185,0.10601030337721809,0.006588579795021962,0.028452352328284043,0.27236053950531763,0.711910680086386
boca raton,0.5612593442898339,10377.0,1989.0,41058.0,0.06734627700539095,101163.0,0.02347696292122614,0.17171942489809988,0.003005051253916946,0.11230625195048372,0.3157112826939403,0.7586813275659943
boynton beach,0.3285740104825592,15342.0,2980.0,32328.0,0.04255550009765413,79360.0,0.040158770161290325,0.16337140606538006,0.002318548387096774,0.09289645397315899,0.316333175845645,0.6083408884859474
bradenton,0.26706897761560594,11310.0,3430.0,25030.0,0.0781001177040781,58782.0,0.031234051240175562,0.23725896526289908,0.0025177775509509716,0.1207900207900208,0.445296023867085,0.522778320731101
brandon,0.3400600141069016,21178.0,5386.0,35347.0,0.037098361423952265,24426.0,0.012118234667976745,0.08246455601748215,0.0020060591173339886,0.12703454100754868,0.29482842379543345,0.6760234951199046
casselberry,0.3227969348659004,5301.0,949.0,31591.0,0.022786289275512853,29244.0,0.03515250991656408,0.0659349035749676,0.002051702913418137,0.1687510886605121,0.3052598622417032,0.6212342586794685
clearwater,0.36093411175979984,20626.0,5624.0,34974.0,0.06732669772695185,117458.0,0.02795893000051082,0.19606968134338226,0.0028095148904289193,0.13601264510779437,0.386317907444668,0.6300204661445066
clermont,0.30211907878444827,6959.0,931.0,31822.0,0.026711536439162898,37818.0,0.020016923158284416,0.09178372137771791,0.00216827965519065,0.075712855109893,0.3463737977644918,0.7239927216012477
coconut creek,0.3563312045804889,11220.0,1383.0,41236.0,0.032017806694632306,62471.0,0.01748011077139793,0.14826168224299066,0.0023050695522722543,0.11268159905552094,0.2611746958318303,0.6735480274161283
coral gables,0.6615737203972498,4177.0,716.0,55165.0,0.017042819601174833,51530.0,0.027110421113914224,0.1305590283979282,0.004657481078983117,0.08093605272532953,0.2604886301838909,0.7752019174605732
coral springs,0.3868277318359306,21812.0,1676.0,35989.0,0.057052275999556985,134967.0,0.01856750168559722,0.06031398819696038,0.0022820393133136246,0.09837892374993412,0.24032266513016604,0.6988483728308776
crestview,0.2087244616234125,5213.0,1794.0,30270.0,0.026765799256505577,25152.0,0.02946087786259542,0.17490534286916282,0.002186704834605598,0.04427739457271488,0.2658330488221236,0.8013827244793444
dania beach,0.3410037350276907,5785.0,557.0,32442.0,0.0423623224520309,32593.0,0.03770748320191452,0.25171412687627404,0.0024851962077746753,0.14610480485150054,0.3165915098740476,0.6057222826932048
daytona beach,0.20570228448019656,18018.0,2783.0,26937.0,0.05010995455211846,69834.0,0.05208064839476473,0.19462131367292226,0.004195664003207607,0.22826070353907957,0.38341976523821414,0.5395554510863976
deerfield beach,0.3150235638772131,17300.0,4053.0,31504.0,0.042871336313959264,81602.0,0.03080806842969535,0.21677519089333397,0.0015685890051714418,0.17766784986028245,0.40136624670011384,0.5137187683761433
deland,0.2906302521008403,5448.0,987.0,34526.0,0.022231070409449865,34468.0,0.038528490193802944,0.045405791919914194,0.0022919809678542415,0.09901792673421668,0.35915637558299845,0.6332169780880584
delray beach,0.3875169556088225,13276.0,2288.0,34971.0,0.04938468067048589,70509.0,0.03907302613850714,0.2328487356568941,0.0032336297493936943,0.13249302973977695,0.38209470735919426,0.6070355696808742
doral,0.5110307579641157,5747.0,7544.0,33656.0,0.019716822952244924,64168.0,0.02395274903378631,0.09098451327433628,0.00280513651664381,0.144951784138959,0.1783608355807469,0.6664685895384803
edgewater,0.16321544904606794,6580.0,1029.0,30980.0,0.03388725969371131,5363.0,0.06749953384299832,0.08162483234336079,0.0027969420100689914,0.06460289514866979,0.4780907668231612,0.6226036776212832
eustis,0.2397109014254166,4231.0,1298.0,23146.0,0.11308291432515034,21432.0,0.027762224710712952,0.09732739420935412,0.002472937663307204,0.19779405353561774,0.4797715581131746,0.52358531694132
fort lauderdale,0.3851694642742299,34650.0,8193.0,38254.0,0.05385636999277358,184765.0,0.05515113793196764,0.20392054637401597,0.003734473520417828,0.15585765916041144,0.3251714711867414,0.6085300331021175
fort myers,0.2867041868635935,18493.0,3914.0,27636.0,0.042296495353263915,85127.0,0.028710044991600785,0.24659480646741794,0.003688606435091099,0.1783890214797136,0.42042732700168023,0.5869132595302501
fort pierce,0.17993985837617615,11099.0,3363.0,25368.0,0.0456857321317034,46597.0,0.03442281691954418,0.24404873477038425,0.002961564049187716,0.2487117676979897,0.47521596729167126,0.34895478425252235
fort walton beach,0.2869546023103524,4374.0,565.0,25987.0,0.06423916416675288,22645.0,0.024022963126517995,0.15217867308955552,0.002693751379995584,0.19939671312669024,0.41385937750253593,0.6119267524424751
gainesville,0.46138849328705944,13275.0,3512.0,23622.0,0.03644289450741064,135085.0,0.04179590628123034,0.17579543112604828,0.002539142021690047,0.260844871013944,0.24135267748970196,0.7453961715531864
haines,0.19613821138211382,6055.0,1062.0,29320.0,0.033765787438783404,2441.0,0.009012699713232281,0.30708580790497647,0.0032773453502662844,0.18194993928473502,0.44019452699834033,0.4271488671890077
hallandale beach,0.3667313223195773,8097.0,2835.0,30171.0,0.10021775197013687,40297.0,0.03531280244186912,0.35990172345268634,0.0029282576866764276,0.23665060724681322,0.42201535604958096,0.48855823756711997
hialeah,0.18641094608817682,52435.0,24947.0,27543.0,0.021168199965283806,240688.0,0.022464767666024066,0.04446400502986482,0.0014292361895898425,0.21343290006025653,0.3986120725609153,0.4248485447830181
hialeah gardens,0.22227937814357568,6449.0,1254.0,25949.0,0.04463776383342841,24337.0,0.026913752722192548,0.012110202845897668,0.0027119201216255083,0.13872419158151467,0.350363735755435,0.5220133720196796
hollywood,0.29674693551896714,33473.0,6695.0,31002.0,0.05036610506860027,156643.0,0.02949381715110155,0.17439320025139915,0.005235602094240838,0.11148031125966158,0.3056243620500218,0.570771001150748
homestead,0.24211172498465316,8938.0,3018.0,28915.0,0.06314553283748381,71757.0,0.04130607466867344,0.03265733599923831,0.002048580626280363,0.21563209744383527,0.36475824398138784,0.4093523308574897
jacksonville beach,0.6112059001596125,2510.0,587.0,61022.0,0.003993610223642172,23974.0,0.04046049887377993,0.15693893065292677,0.0033786602152331693,0.05126982751148479,0.1667826692187228,0.7636157995475901
jupiter,0.5031903098261543,8649.0,1500.0,37626.0,0.05295487627365356,66906.0,0.017292918422861927,0.22359819140051262,0.0021672196813439753,0.0947011367803447,0.3189707766457202,0.7165212616679886
kissimmee,0.2190269639021542,13650.0,3192.0,25344.0,0.03431248060046841,75544.0,0.03006195065127608,0.25845741901776387,0.0028857354654241237,0.2826825716069076,0.45119101931345307,0.46245835234263755
lakeland,0.23959956372701777,24174.0,6468.0,30905.0,0.07383171925020637,112237.0,0.03195915785347078,0.19524780991239649,0.002993665190623413,0.15769291624396192,0.42821097403826225,0.5581818673347091
lake worth,0.24372894047173344,4603.0,1020.0,25607.0,0.04888704930095659,38703.0,0.0417021936284009,0.1584270368741755,0.00660925295413579,0.22327217366196814,0.3224835026709961,0.341154289305541
largo,0.2579712410128165,18831.0,5188.0,29734.0,0.04149329366094051,85740.0,0.03133893165383718,0.26574249656705684,0.0020877070212269653,0.1252665694767407,0.40877034142622287,0.6077291463153129
lauderdale lakes,0.09315947843530592,10287.0,3101.0,21864.0,0.04762663268556865,36784.0,0.035395824271422356,0.18691640422122768,0.0011418007829491082,0.19245431102141497,0.4260348432055749,0.4574494773519164
leesburg,0.13827422939414435,8023.0,1743.0,21292.0,0.09116171362408336,23527.0,0.05818846431759255,0.1259216778633459,0.0029498525073746312,0.17862084031165806,0.49290083005679336,0.35248288918013687
maitland,0.6402129980111632,1909.0,198.0,50836.0,0.014946507237256136,18222.0,0.020140489518164856,0.07445008460236886,0.0033476018000219514,0.14402952459573642,0.21609284708396057,0.7205361045015296
margate,0.20767226588150564,14985.0,4395.0,26912.0,0.032989133697544575,59371.0,0.017449596604402824,0.13086069210292814,0.0025096427548803287,0.1651285206453377,0.324150628185677,0.5639692470295427
melbourne,0.26007223312498967,19424.0,4275.0,28609.0,0.04468455731993638,83668.0,0.04058899459769565,0.18035755866601122,0.0025696801644595306,0.12682401574315877,0.4217428293631502,0.6096864365580943
miami,0.31354173341096564,94729.0,34464.0,30244.0,0.033584599056878835,1768.0,0.0333710407239819,0.14457111834961997,0.008484162895927601,0.20325697900957287,0.3509016124577032,0.48831011325184726
miami beach,0.4528378692719237,13613.0,4350.0,31317.0,0.030415634461877235,92185.0,0.08503552638715627,0.39032032366988106,0.00532624613548842,0.14392098989669655,0.2643262427379795,0.5441485634197617
miami gardens,0.12718122640993382,26654.0,6339.0,26147.0,0.0383065649656103,113786.0,0.0453834390874097,0.06419803362615627,0.0023289332606823334,0.1655663895257299,0.3946413467572508,0.48597127863723594
miramar,0.2481462595873967,36426.0,3675.0,36519.0,0.0578409650418513,143334.0,0.015767368523867332,0.06667447306791568,0.002093013520867345,0.08388001756946314,0.22426658344209272,0.6476408670487431
navarre,0.20757200989388017,6505.0,1442.0,26826.0,0.09225491966058856,1846.0,0.011917659804983749,0.07755346791924846,0.0032502708559046588,0.11312880387529499,0.3684003152088258,0.6923824533753612
new smyrna beach,0.37184130727762804,6754.0,810.0,31516.0,0.012199434229137199,27743.0,0.022672385827055472,0.343888354186718,0.002378978481058285,0.10112440796847319,0.47836147366137605,0.698181423768032
north lauderdale,0.18568658680146805,10396.0,3360.0,30513.0,0.05533611849601215,44808.0,0.02341099803606499,0.06797593527418574,0.001272094268880557,0.1811978943087594,0.3408644178848196,0.502858046587289
north miami,0.1600133225484132,16242.0,3718.0,26095.0,0.041425198540459326,63547.0,0.04621776008308811,0.053415979216991025,0.002281775693581129,0.16485896684255097,0.3363048305602935,0.41182055160428666
north miami beach,0.19892404252593826,9916.0,3176.0,29310.0,0.035165175632237325,46307.0,0.03990757336903708,0.16653372835004557,0.0028721359621655474,0.13229171539505075,0.37341698346432817,0.5109965715884973
north port,0.24184311353095383,14359.0,4268.0,35353.0,0.02679465776293823,70181.0,0.015175047377495334,0.15737800531397836,0.0021088328749946567,0.06528421082451592,0.5376598365878871,0.5536045540152084
oakland park,0.2723618090452261,9341.0,4293.0,30228.0,0.04991746214024259,45857.0,0.04505309985389363,0.11056362813615567,0.0020062367795538306,0.1759636685866194,0.341277088576583,0.48626918194169133
oak ridge,0.06616245831348261,5121.0,2465.0,24709.0,0.0316622691292876,29084.0,0.027128317975519185,0.3022940305870745,0.002716270114152111,0.16056546460004673,0.34306428598974203,0.45015618371832944
ocala,0.22945359193026388,13775.0,2900.0,31251.0,0.08169238956891964,60932.0,0.05018709380949255,0.10259505129752565,0.004431169172191952,0.12966804979253113,0.3556293784532764,0.5588240356644921
ocoee,0.28606581580760526,6741.0,2787.0,31258.0,0.06412736199970243,49451.0,0.030151058623688096,0.022819653426513584,0.0020019817597217446,0.10429049811636668,0.293471248100897,0.6193261046015526
orlando,0.4094469955263002,48435.0,9690.0,33579.0,0.035488248645922156,292120.0,0.055703135697658494,0.20946726757959208,0.00329316719156511,0.15985578186481478,0.29181352942203903,0.6359387281015842
ormond beach,0.3639350599149594,8971.0,2066.0,31713.0,0.013395847287340924,44005.0,0.028496761731621408,0.12518316935315052,0.0020906715146006135,0.1333844117851919,0.3671481977200351,0.6749665389763234
oviedo,0.5832543111017455,3404.0,268.0,51285.0,0.03524700842762025,42684.0,0.008152937868990722,0.038425175580767156,0.0017805266610439509,0.061934402681350254,0.20402519957680101,0.8354092526690391
palm bay,0.20433676820021732,29021.0,5720.0,29801.0,0.0742911364143782,115520.0,0.020619806094182826,0.13413838854033147,0.001895775623268698,0.09257421432924175,0.4057829476290961,0.5984112589595577
palm beach gardens,0.5264594050547976,8667.0,724.0,47260.0,0.03546446032342986,57236.0,0.023988398909777064,0.17957160912658818,0.0031099308127751765,0.04569283083026353,0.3916124190649051,0.7618981134051205
parkland,0.6008188331627431,4666.0,531.0,95375.0,0.018780788177339903,35244.0,0.0056179775280898875,0.06507194574282833,0.0013051866984451254,0.15120239178473938,0.22147434959468557,0.8334845336689005
pembroke pines,0.34603295080479496,39640.0,4862.0,38414.0,0.04241698937599494,174641.0,0.021186319363723297,0.07553672953341171,0.0019010427104746309,0.09228034417667427,0.250302717797489,0.6913900685387855
pensacola,0.378785398592241,8077.0,1770.0,36181.0,0.02892497462721524,52801.0,0.041722694645934734,0.12398162091200432,0.0037878070491089186,0.15516508978567292,0.3871343911298031,0.6834066144140699
pinellas park,0.21294503024651507,13696.0,5042.0,32115.0,0.06019696802036074,53589.0,0.041948907425031254,0.19140913508260446,0.002351228796954599,0.130311027332705,0.39367357289103444,0.5547457595281478
plantation,0.3983715319662244,12281.0,3407.0,36672.0,0.02736102051170544,95474.0,0.029254037748496973,0.08251602929623153,0.0027442026101346965,0.07286706612227584,0.2487069696455825,0.7210445989486179
pompano beach,0.29559726526679897,21823.0,8498.0,31327.0,0.05058479031457096,113536.0,0.045668334272829764,0.21103907669290778,0.0022195603156708005,0.16220632924175793,0.3697013023912306,0.49776824585040375
port st. lucie,0.23551101315479409,46906.0,10596.0,32232.0,0.03331190873119489,199433.0,0.0099933310936505,0.11615301223478396,0.0015042645901129704,0.05989943057032407,0.37461355795510554,0.673815533352251
princeton,0.20481640438721985,5241.0,2278.0,34190.0,0.04813674354301514,7500.0,0.02,0.07085181394290913,0.0024,0.08076824419648583,0.334070796460177,0.6426510196229319
riverview,0.31727889128976977,19541.0,2780.0,42251.0,0.04439932053810258,12027.0,0.010310135528394446,0.08591982510994178,0.0020786563565311383,0.08457798742787544,0.2787634995374557,0.7104472647520451
riviera beach,0.24482085772408352,7542.0,2162.0,28802.0,0.07793472966390648,35130.0,0.051779106177056645,0.24243553898726314,0.004582977512097922,0.17585264066772197,0.40703089504770557,0.515106769650159
rockledge,0.3742402878397433,3833.0,863.0,34620.0,0.03912317630833999,28078.0,0.016169242823562933,0.16860816944024207,0.0023505947717073865,0.05405983667938523,0.32677338816272583,0.8106182993097372
st. cloud,0.16992477288700314,12446.0,4280.0,30262.0,0.0517009574251375,56560.0,0.01318953323903819,0.18011984490659147,0.002049450308149493,0.10748157909389558,0.4046588711904981,0.6758677838136452
st. petersburg,0.3892136620313938,48901.0,9861.0,37501.0,0.047449350861324395,267696.0,0.03815148526686988,0.22854186765096543,0.0028278345586037895,0.10584630253196597,0.3079820367955961,0.6990210206088886
sanford,0.1888525832267841,15828.0,2704.0,31840.0,0.06953715019899094,60844.0,0.04314312011044639,0.08208012389452664,0.0011363636363636363,0.17329899476613775,0.3496408141545829,0.6018025808168153
sarasota,0.4006192766321892,10740.0,1705.0,28859.0,0.02684142514306812,58470.0,0.03723276894133744,0.2481079302402106,0.004019155122284932,0.11927750054241701,0.42472299904421396,0.5996495451166413
sebastian,0.3557282644318554,5840.0,709.0,31651.0,0.07444611340593316,26232.0,0.01204635559621836,0.1298216817130493,0.0022872827081427266,0.07008540461874306,0.5263681973114779,0.6393856995136149
spring hill,0.19947602066807366,26593.0,7030.0,29374.0,0.045598747937904485,43303.0,0.01004549338383022,0.06720894980678495,0.0018090731978847759,0.0984667955577537,0.4754000552107358,0.5676732236836247
sunrise,0.2635377572483194,24130.0,3507.0,30952.0,0.039925173703901654,96919.0,0.022781910667670942,0.0987908295046744,0.0025691556867074566,0.13268964350299814,0.3249741195360531,0.613462066634272
sweetwater,0.22819896215668903,2533.0,6672.0,25529.0,0.04499224271677297,21747.0,0.011219938382305606,0.0293733681462141,0.003404255319148936,0.12927893482074582,0.3200035985785615,0.5271017947910576
tallahassee,0.480780171432906,18044.0,5065.0,25575.0,0.08214207769532955,195104.0,0.04680068066262096,0.1290165032995241,0.0022244546498277843,0.2737069084676416,0.2690134951354744,0.7471858981064965
tamarac,0.21144395277228328,16400.0,3639.0,23886.0,0.06423357664233577,66799.0,0.02347340529049836,0.12456016889514426,0.0014521175466698604,0.13870967741935483,0.4594854966658137,0.5758583836346394
tampa,0.41046735002126317,68517.0,17160.0,35963.0,0.03957766990291262,400501.0,0.020431909033934995,0.11733637651322694,0.0030337002903862913,0.16971792576127112,0.3277866561640827,0.6221821642896996
temple terrace,0.39580710148577186,4366.0,654.0,36032.0,0.01960656591974987,26725.0,0.02379794200187091,0.09096045197740113,0.0022825070159027128,0.1832750470773606,0.2778363321538809,0.6689753820673041
titusville,0.24716780741090394,10055.0,2411.0,36160.0,0.0752820874471086,46866.0,0.03998634404472325,0.2321612597386537,0.0026458413348696285,0.1087738301559792,0.3329369026510401,0.6868702158024478
university park,0.27928275862068963,4192.0,2011.0,26391.0,0.04760830324909747,2651.0,0.011693700490380989,0.004400724825265338,0.0033949453036589967,0.05520361990950226,0.3623943456718158,0.555195278344506
venice,0.41550837776085303,5323.0,503.0,30247.0,0.03838771593090211,23726.0,0.012770799966281715,0.3645479626485569,0.0026553148444744164,0.0595939751146038,0.6992796332678455,0.7087098886705959
wellington,0.4100143061516452,10942.0,623.0,42303.0,0.04191162526076237,66331.0,0.012859748835386169,0.1382294378924797,0.0022083658093011173,0.046538408389503905,0.32005383168422824,0.7069384758904403
westchester,0.3114658273381295,4781.0,1308.0,40951.0,0.008963044677330391,16224.0,0.010293392504930967,0.028696826468602294,0.0022805719921104536,0.13901754843760192,0.3423312085338884,0.5661831663848055
weston,0.6265165591867964,8474.0,80.0,56212.0,0.018325345362277982,10254.0,0.001462843768285547,0.11716385646346736,0.0017554125219426564,0.025349896014838964,0.15991231521555843,0.8771007812939127
west palm beach,0.3293612841522992,18465.0,4951.0,29714.0,0.07098503848482228,112798.0,0.04528449085976702,0.2135632877953053,0.0033422578414510897,0.15954418587456795,0.3887750958718701,0.5559034513873223
winter garden,0.32394494025109666,7230.0,3022.0,45250.0,0.02905431067223699,46750.0,0.02772192513368984,0.027598102630444158,0.002267379679144385,0.05411274402281202,0.2565913577538934,0.7941215178767274
winter haven,0.2363320079522863,10662.0,1593.0,28450.0,0.05667833916958479,44211.0,0.029788966546786998,0.18548733361957923,0.0026464002171405305,0.11694021101992966,0.4015625703606971,0.6507857882649615
winter park,0.6070633687481628,3757.0,258.0,45842.0,0.04215364412344058,31494.0,0.026385978281577443,0.1156737998843262,0.0032387121356448846,0.0822595608700134,0.2935915077648909,0.771115916388179
winter springs,0.45609808715662303,4171.0,1052.0,41234.0,0.02468389501788323,37854.0,0.007793099804512073,0.019266705328951608,0.0014265335235378032,0.043099520223002494,0.3532927711812163,0.7570559382454636
alpharetta,0.7498995877814184,3527.0,812.0,67147.0,0.042343762110212624,67411.0,0.015813442909910845,0.08596421757442672,0.0022548248802124284,0.03475555954357157,0.1322625510341424,0.8808530366249421
atlanta,0.5648466292453365,59992.0,20872.0,47270.0,0.04996723400711801,5497.0,0.036929234127706025,0.11774981565239337,0.0041192899053745895,0.20165809749545371,0.2901070912883042,0.6872513236001925
brookhaven,0.7353368999778112,2147.0,1904.0,68013.0,0.03678430224044516,54734.0,0.028373588628640332,0.0737073707370737,0.0015164248912924326,0.11183144246353323,0.17690484375848156,0.735809796080844
calhoun,0.11478184092414098,4604.0,1501.0,30930.0,0.03918191603875135,17069.0,0.024606010896947684,0.07207562032296179,0.0032808014529263577,0.20601673597207248,0.35207146157400276,0.5363211663843113
canton,0.3155344329512627,5622.0,253.0,37016.0,0.012670678083776903,10267.0,0.005941365540079868,0.038441284886782515,0.0020453881367488067,0.12377463115159917,0.2447767105654025,0.6584810377265076
carrollton,0.2761661341853035,5650.0,1531.0,22291.0,0.11134985803084951,2404.0,0.01747088186356073,0.06506754893851668,0.003157894736842105,0.26208418335484407,0.40323803746113596,0.6145446272844468
columbus,0.2471628315254875,33601.0,9385.0,31061.0,0.06509115623546806,47991.0,0.03150590735762956,0.14213323010873774,0.003287310979618672,0.18248017493479463,0.36920333256339877,0.6707938741855256
dalton,0.2499390154656779,5586.0,2215.0,30150.0,0.02556086796616403,6546.0,0.004430186373357776,0.16118246067330344,0.0030109706653947054,0.2069476152279879,0.3133400384017555,0.6150376398159154
douglasville,0.4271865575183111,5646.0,1641.0,39413.0,0.054578211106401014,34609.0,0.06359617440550146,0.11633448873483536,0.0031783640093617266,0.11091964447669146,0.30068268623500044,0.6866259661363568
duluth,0.5093009769371459,3026.0,772.0,47346.0,0.012505843852267415,85846.0,0.046338792721850756,0.024943310657596373,0.002943833004382297,0.06841854448907346,0.17217668179662624,0.8416096470428833
dunwoody,0.7208793772050034,2157.0,717.0,50751.0,0.02006819634865383,49868.0,0.03968476778695757,0.058948127450538554,0.0015641293013555788,0.06914620363711085,0.1996877661084303,0.8203641377073111
kennesaw,0.4118907083015994,4497.0,870.0,36426.0,0.007192313885459717,34641.0,0.015386391847810398,0.062238453929848586,0.002136196992003695,0.11133352958492788,0.2663232263762143,0.6949072711215779
lawrenceville,0.22270929623100014,4401.0,2471.0,27732.0,0.04937071247231675,993.0,0.011077542799597181,0.05422365245374095,0.0031208499335989375,0.10287863918874714,0.2996401701014066,0.5327772325809618
mcdonough,0.31441472336534065,5676.0,730.0,34276.0,0.07439767010855176,26277.0,0.03067321231495224,0.016738244686708512,0.0020550291129124328,0.14957348186811045,0.23098558537442868,0.7754209148794875
marietta,0.4094323185232276,6938.0,1467.0,36727.0,0.0293764628218208,61324.0,0.03584241080164373,0.08519645918617264,0.0029352292740199596,0.10024035551866646,0.2842510884614743,0.6399819840859425
milton,0.7791400448972544,1840.0,389.0,54593.0,0.04477040816326531,3017.0,0.014584023864766324,0.005853474320241692,0.002651640702684786,0.046624403303614274,0.18465385295380496,0.8261813957012604
newnan,0.30710468744396224,6109.0,1672.0,37618.0,0.02074511110053766,40720.0,0.03244106090373281,0.009082386030704324,0.002554027504911591,0.09989055089383436,0.3109813936519518,0.7004256354128664
rome,0.2996059387811965,7606.0,1973.0,24744.0,0.007886246863424543,32019.0,0.018114244667228833,0.1148135359116022,0.0023111277678878168,0.17926101829078675,0.35883084577114427,0.6090287200361827
sandy springs,0.7049417705226421,7200.0,1334.0,52780.0,0.025458772975438908,110760.0,0.019131455399061033,0.09131571703826039,0.0013633080534488984,0.03923475707666193,0.18049693544243403,0.8354405989650237
savannah,0.27801580698835276,24266.0,8819.0,25204.0,0.06625264305756878,5212.0,0.00844205679201842,0.15241074831660525,0.0023770835844093238,0.19428238910192328,0.35669166000417757,0.5800254975258756
smyrna,0.5572258686804527,6003.0,1366.0,55038.0,0.05034420999608216,11768.0,0.02362338545207342,0.04879827856595791,0.002719238613188307,0.06139695417022488,0.21329983012457532,0.7610065118912798
south fulton,0.39953617810760667,14963.0,1779.0,40104.0,0.03651299929533064,2214.0,0.024390243902439025,0.06388440239963082,0.0036133694670280035,0.09761570260463517,0.32103100712435234,0.6820352979274611
stockbridge,0.22879413113250802,4768.0,1277.0,42431.0,0.0294700505018219,1898.0,0.013171759747102213,0.02276597651698485,0.004214963119072708,0.03864928117686393,0.2837846873955199,0.7247408893346706
sugar hill,0.4332398316970547,3058.0,278.0,45398.0,0.052400641296093155,579.0,0.0017271157167530224,0.07270501835985312,0.0034542314335060447,0.06058637212702022,0.2060830017055145,0.666734345813368
warner robins,0.2777165665343118,15468.0,2887.0,32065.0,0.04919464638939554,76623.0,0.052751784712162145,0.08587410867961642,0.0019706876525325294,0.16262258553458306,0.36379143911243933,0.6343043782976079
woodstock,0.5299214270545763,4477.0,282.0,47455.0,0.02612681436210848,33470.0,0.014251568568867643,0.01623330990864371,0.0017627726322079474,0.04277295096907467,0.17789659153046966,0.8265386718512668
boise,0.42244403503015926,31252.0,7006.0,33073.0,0.044937485237982765,231314.0,0.018697528035484235,0.06677301285940772,0.0016644042297483076,0.13661243525160646,0.27079013039963445,0.7495562546131946
caldwell,0.11945949094297863,12374.0,3059.0,25252.0,0.036622161876744365,57940.0,0.02081463583016914,0.03263971771054953,0.001587849499482223,0.18245125348189414,0.37313252387778717,0.6044318554724607
coeur d'alene,0.2680094254937163,9472.0,2289.0,30870.0,0.014805609799396414,52256.0,0.016342620943049602,0.07718350904259878,0.0021432945499081446,0.10595559732174321,0.3133691714385883,0.6821705426356589
