City,Grad+/Pro_Rate,HS_Grad,No_HS_Diploma,Median_Earnings,Unemployment_Rate,Population,Crime_Rate,Vacancy_Rate,Enforcement_Rate,Poverty_Rate,Pub_Health_Rate,Priv_Health_Rate
little rock,0.4273297637234689,29623.0,7366.0,34627.0,0.039834722045851936,198382.0,0.07661481384399794,0.17909361222188044,0.0035940760754503936,0.12319881005257667,0.3821765736953781,0.6494562153407751
north little rock,0.28666106811321185,13233.0,2967.0,30789.0,0.03592737947098051,66604.0,0.04591315836886673,0.12461176470588235,0.00310792144615939,0.18844178738407297,0.4191021997034108,0.549786826495304
paragould,0.21413376225808126,8883.0,801.0,27946.0,0.11106293807356023,29245.0,0.05775346213027868,0.03279519905333446,0.0025645409471704564,0.18028039693470355,0.4185239186280636,0.5526973547177672
rogers,0.34096030105228925,13157.0,2422.0,36914.0,0.020911334830962088,69168.0,0.033310201249132546,0.07703703703703704,0.0022409206569511913,0.09934241427900423,0.2656201863126238,0.6499523215726546
russellville,0.27849344347524696,4182.0,1925.0,25424.0,0.06708749266001174,29446.0,0.035284928343408274,0.16072908036454017,0.002003667730761394,0.1635537607269056,0.41904761904761906,0.6329670329670329
searcy,0.2834688346883469,4412.0,1317.0,22795.0,0.03431318981532073,23873.0,0.05198341222301345,0.1736071496482221,0.002932182800653458,0.2043480418920931,0.4183520759396246,0.6390729892675417
sherwood,0.3191167977253543,5299.0,1279.0,40407.0,0.013607350775057866,31435.0,0.03585175759503738,0.10987099579649225,0.00308573246381422,0.09769564662326057,0.4104726416944499,0.7241942864613976
siloam springs,0.23272823405005288,3752.0,1096.0,25855.0,0.030705394190871368,17235.0,0.030867420945749926,0.06736214605067065,0.003075137800986365,0.19873914840843324,0.3693243110718839,0.5587918015102481
springdale,0.17669419044199944,12183.0,6575.0,26014.0,0.08425300814628435,3294.0,0.017607771706132362,0.059470033789791925,0.0024769906991427668,0.20709969978268788,0.3865950935634375,0.5213088847639593
texarkana,0.17278599708272557,9175.0,1305.0,32046.0,0.05842627013630731,29971.0,0.04390911214173701,0.19175442219010255,0.0030029028060458442,0.09278704919057441,0.46728300590311395,0.5086985039197927
van buren,0.14335784877039762,6624.0,1676.0,30031.0,0.08197006613296207,23800.0,0.0365126050420168,0.0768102658111824,0.002689075630252101,0.1838566930474002,0.4669815334865118,0.5868011233086546
west memphis,0.13534714098947223,5705.0,1448.0,26651.0,0.12332756894511696,24442.0,0.07032976024875215,0.11812939268336638,0.004541363227231814,0.20802221817519578,0.5198204604035197,0.48280152875299975
alameda,0.5717910050563293,7109.0,3315.0,61672.0,0.029307850994712257,78907.0,0.035104616827404414,0.07379441051713245,0.0013686998618626992,0.08596470634268498,0.29510537138665865,0.7857601278340254
